question,answer
"Unable to open profile from P8 Content Engine Configuration manager (CMUI) on Redhat Linux 7.2, getting GPF and javacore dump.



Launch configmgr then try to open an existing profile. Once I click ok on the dialog box to
""Verify your application server setting before proceeding..."" Configuration manager would crash and GPF. I can see the javacore.txt and dmp file created.
The javacore.txt contains the following:

0SECTION TITLE subcomponent dump routine NULL =============================== 1TICHARSET UTF-8 1TISIGINFO Dump Event ""gpf"" (00002000) received 1TIDATETIME Date: 2016/05/05 at 04:53:30 1TIFILENAME Javacore filename: /opt/IBM/FileNet/ContentEngine/tools/configure/javacore.20160505.045330.25035.0002.txt 1TIREQFLAGS Request Flags: 0x81 (exclusive+preempt) 1TIPREPSTATE Prep State: 0x100 (trace_disabled) 1TIPREPINFO Exclusive VM access not taken: data may not be consistent across javacore sections NULL ------------------------------------------------------------------------ 0SECTION GPINFO subcomponent dump routine NULL ================================ 2XHOSLEVEL OS Level : Linux 3.10.0-327.13.1.el7.x86_64 2XHCPUS Processors - 3XHCPUARCH Architecture : x86 3XHNUMCPUS How Many : 1 3XHNUMASUP NUMA is either not supported or has been disabled by user NULL
1XHEXCPCODE J9Generic_Signal_Number: 00000004 1XHEXCPCODE Signal_Number: 0000000B 1XHEXCPCODE Error_Value: 00000000 1XHEXCPCODE Signal_Code: 00000080 1XHEXCPCODE Handler1: F72A2E6A 1XHEXCPCODE Handler2: F724D00A 1XHEXCPCODE InaccessibleAddress: 00000000 NULL
1XHEXCPMODULE Module: /lib/libcairo.so.2 1XHEXCPMODULE Module_base_address: D55FC000

This is a Redhat Linux 7.2 environment with Content Platform Engine CPE 5.2.1.4.","Install the missing libraries ""adwaita-gtk2-theme"" (32 and 64 bit) and ""adwaita-gtk3-theme"" 64 bit. Please contact RedHat to obtain the missing libraries."
"Is there a way set a timeout for shell task?

I have run into couple of shell task in Urbancode, for example start websphere server, or run a test.bat file using the shell task, The problem I have, though the task is successful executed, it keeps ruining this shell task and does not moving to the next task. Can I set a time out for the shell task",-
"Error #2070

I purchased the SPSS grad pack and put one of the licenses on one computer and another on this one. This computer crashed and I was forced to reformat the hard drive. Subsequently, I lost SPSS in the process. After reinstalling the program, when I attempted to open a data set I received this error:

Error # 2070 The application is unable to communicate properly with the license server. The license server may be down, or there may be other network-related communication or DNS issues interfering. This command is not executed. Specific symptom number: 3",-
"I am getting a random invalid handle exception for my MQ .NET client applicatoin.

While running a MQ .NET application, I get the following exception at random times:

   Event Type:                 Error
   Event Source:             ClientApplicationName
   Event Category:        None
   Event ID:  0
   Date:                             8/12/2015
   Time:                             7:19:51 AM
   User:                             N/A
   Computer:                  TXPILAP01
   Description:
    System.ComponentModel.Win32Exception (0x80004005): The handle is invalid
    at System.Diagnostics.NtProcessManager.GetModuleInfos(Int32
    processId, Boolean firstModuleOnly)
    at System.Diagnostics.ProcessManager.GetModuleInfos(Int32 processId)
    at System.Diagnostics.Process.get_Modules()
    at IBM.WMQ.Nmqi.UnmanagedNmqiMQ.MQCONNX(String pQMgrName, MQCNO&
    pConnectOpts, Hconn parentHconn, Phconn phconn, Int32& pCompCode,
    Int32& pReason)
    at IBM.WMQ.Nmqi.UnmanagedNmqiMQ.MQCONNX(String pQMgrName,
    MQConnectOptions pConnectOpts, Phconn phconn, Int32& pCompCode, Int32&
    pReason)
    at IBM.WMQ.MQQueueManager.Connect(String queueManagerName)
    at IBM.WMQ.MQQueueManager..ctor(String queueManagerName, String
    Channel, String ConnName)
    at ClientApplicationName.ServiceAgents.Integration.MQISA.
    InitializeQueueManager(String queueManagerName)
    at ClientApplicationName.ServiceAgents.Integration.MQISA.SendRequest
    (String request)",-
"After applying cumulative fix, why does xmlaccess use the base portal instead of the virtual portal when attempting an export or import?

After applying a cumulative fix (CF) to WebSphere Portal 8.5 (with no other CF currently applied), attempts to export from or import to a virtual portal result in the action occurring against the base portal. This can be confirmed when looking at the exported xml and seeing the following in the initial comment of the export: 
virtual portal: none (default virtual portal) ",-
"Which Socket Gateway should I be using with Netcool Omnibus (NOI) ?

Which Socket Gateway should I be using with Netcool Omnibus (NOI) ?

There are 2 versions of the gateway; nco-g-socket-java-2_0 and nco-g-socket-10_0 Users may be confused what version they should download or use ","A new version of the Netcool/OMNIbus Socket Gateway will be available to download from August 6, 2015."
"How can I export a private key from DataPower Gateway Appliance?



How can I export a private key from DataPower Gateway appliance?

",HSM-enabled DataPower appliances support the export of private keys using the crypto-export command.
"""The transaction log for database BPMDB is full"" error message is seen when running BPMInstallOfflinePackage

During our latest deployment of a larger process application we received the following error

The transaction log for database 'BPMDB' is full. To find out why space in the log cannot be reused, see the log_reuse_wait_desc column in sys.databases
Why does this happen. The transaction log for the database is 80GB which should be sufficient.",-
"We transferred the database to an external database on our Portal 8.5 environment and now seeing errors, EJPDB0085W and EJPFD0016E in the logs



After transferring the Portal database we seeing the following....

     [3/1/16 6:22:19:481 CST] 00000071 DataStoreServ W com.ibm.wps.services.
     datastore.DataStoreServiceImpl checkCorrectSetup EJPDB0085W: The
     character encoding of the database is not UTF-8.
     [3/1/16 6:22:19:528 CST] 00000071 Servlet       E com.ibm.wps.engine.
     Servlet init EJPFD0016E: Initialization of service failed.
                                      com.ibm.wps.util.DataBackendException:
     EJPDB0160E: The sanity checks of the database layer failed.
                     at com.ibm.wps.services.datastore.DataStoreServiceImpl.
     checkCorrectSetup(DataStoreServiceImpl.java:712)
                     at com.ibm.wps.services.datastore.DataStoreServiceImpl.
     init(DataStoreServiceImpl.java:288)

...

     [3/1/16 6:22:19:824 CST] 00000071 DatabaseInsig W com.ibm.wps.datastore.
     dbinsight.DatabaseInsight checkCharacterEncodingForOracle EJPDB0166W:
     The character encoding of database domain [[Domain: jcr]] is not
     correct. The value [WE8MSWIN1252] is set for key [NLS_CHARACTERSET] in
     parameter section [NLS_DATABASE_PARAMETERS] where expected values only
     can contain one of [[UTF8, AL16UTF16, AL32UTF8, UTFE]].
\","At this point there is no way to salvage the database in its current state. The entire Portal database must be dropped and recreated using the specifications provided in the InfoCenter at this link: 


http://publib.boulder.ibm.com/infocenter/wpdoc/v6r1m0/topic/com.ibm.wp.e [http://publib.boulder.ibm.com/infocenter/wpdoc/v6r1m0/index.jsp?topic=/com.ibm.wp.ent.doc/config/aix_oracle_create_db.html]"
"How to proceed when jextract utility is throwing an OutOfMemory error ?



I was getting a crash and was told to provide a ""jextracted core dump"". I ran the jextract command as instructed:

/java/jre/bin/jextract [CORE_PATH]

but I am getting now an OutOfMemory error when jextract itself is running so I cannot proceed with the original crash investigation.","Sometimes the core dump is much larger than the default heap size can manage, and the recommendation is to increase the heap size using the -J-Xmx option."
"I receive the following during UDX compilation Can't exec ""/nz/kit/bin/adm/nzudxcompile"": Argument list too long

","This ARG_MAX kernel parameter adjusted to much larger from kernel release version 2.6.23, that is 2621440 (http://www.in-ulm.de/~mascheck/various/argmax [http://www.in-ulm.de/~mascheck/various/argmax]). 

But we support upto Redhat 5.11 in Twinfin which is less than kernel release 2.6.23. So we have no way to allow ARG_MAX larger than 131072 at this time."
"Additional steps to apply fix pack to Decision Center



We are upgrading ODM 8.8.1 Decision Center to the latest 8.8.1.3.

Are there any additional steps to apply the fixpack to Decision Center after we install the fixpack with Installation Manager?","As with any software product, even if you do not have any issues with running your current configuration, you should apply the latest modification or fix pack to take advantage of these benefits: 

 * Anticipate and avoid the risk of encountering defects already fixed. 
 * Apply the latest product improvements that are available (performance, for example). 
 * Maintain a serviceable system and be able to install an interim fix when required."
"Installing fixpacks with Installation Manager - when did it change from using updateInstaller,  starting in which version of WebSphere

I was using updateInstaller to install fixpacks, and there was a separate fixpack for WebSphere and separate for the JDK, independent of each other. Now I understand that with Installation Manager there is a single package containing both the WebSphere App server fixpack as well as the JDK. When did this occur, starting with which version of WebSphere ? ",
"DFHTS0001 0C4 AKEA at offset 3A1E in DFHTSPT

Why is my CICS region getting message DFHTS0001 reporting an abend 0C4/AKEA at offset X'3A1E' in DFHTSPT? My CICS region was running normally and eventually received this abend.
",-
"How to configure DC to look on a different App server for the SSP?



I have a single Application server with the RES console installed, and then a separate application server with the XU, the ssp ear, etc. on that one. Each app server is configured separately with respective ports. for example, mgmt server (with the RES console only) has port 8000, and the runtime server (with all of the runtime components) has port 9000.

The problem I am running into is the following:

When I am trying to run a DVS test suite from Decision Center against RES, (my server endpoint in Decision Center is configured as http://hostname:port/res)

I am getting a ""the host and port are responsive but the ""/testing/sspService"" cannot be found. This is expected if it is looking on the same server as the RES console since the application (ssp) is not deployed there.

However, I cannot seem to configure the RES console to not assume that the ssp is running on the same port.","First remember to pack all your XOMs (eXecutable Object Model) into the ssp.war following the documentation [http://publib.boulder.ibm.com/infocenter/brjrules/v7r1/topic/com.ibm.websphere.ilog.jrules.doc/Content/Business_Rules/Documentation/_pubskel/JRules/ps_JRules_Global720.html]. 

Then make sure the SSP (ssp.war) is deployed on each server along with a XU connection factory and the appropriate datasource definition. 

 

Then create your own SSP resolver, add it to the teamserver.war and set the teamserver.defaultSSPResolver.class property to this class following this specification [http://publib.boulder.ibm.com/infocenter/brjrules/v7r1/index.jsp?topic=/com.ibm.websphere.ilog.jrules.doc/html/api/html/ilog/rules/teamserver/model/testing/IlrSSPResolver.html]. 

 

By implementing your own method IlrSSPResolver.getSSPURL(String serverName,URL url), you will be able to point to something else than the default provider. 

The default provider uses the url of the Rule Execution Server passed in parameter and replaces the application name with testing. 

A simple implementation can use the server name to return a specific server URL."
"Can I perform a silent install of fix packs for IIB or WMB Toolkit?

How do I perform a silent install of fix packs for IBM Integration Bus (IIB) or WebSphere Message Broker (WMB) Toolkit?",-
"Why am I getting error SqlIntegrityConstraintViolationException when deploying a process application?

After reinstalling Process Center (or using separate Process Centers to deploy to one Process Server) you get a deployment failure error on the Process Server:
java.lang.Exception: java.lang.Exception:com.lombardisoftware.client.delegate.BusinessDelegateException:PreparedStatementCallback; SQL [update LSW_SNAPSHOT set CREATED_ON =?,NAME = ?,ACRONYM = ?,DESCRIPTION = ?,SEQ_NUM = ?,ERROR_COUNTER =?,ORIG_CREATED_ON = ?,ACTIVATED_ON = ?,STATUS = ?,ARCHIVED_ON =?,LAST_MODIFIED = ?,REPOSITORY_BRANCH_ID = ?,CREATED_BY_USER_ID =?,BRANCH_ID = ?,PROJECT_ID = ?,LAST_MODIFIED_BY_USER_ID = ?,CHANGE_DATA= ?,IS_ACTIVE = ?,IS_BLA_ACTIVE = ?,IS_STARTED = ?,IS_INSTALLED =?,IS_BLA_INSTALLED = ?,IS_TIP_DEPLOYED = ?,IS_DEFAULT =?,TIP_DEPLOYMENT_IN_PROGRESS = ?,IS_ARCHIVED = ? where SNAPSHOT_ID = ?]; Error for batch element # 1: DB2 SQL Error: SQLCODE=-803, SQLSTATE=23505, SQLERRMC=2;BPMBDBA.LSW_SNAPSHOT, DRIVER=4.11.69; nested exception iscom.ibm.db2.jcc.am.SqlIntegrityConstraintViolationException: Error forbatch element # 1: DB2 SQL Error: SQLCODE=-803, SQLSTATE=23505,SQLERRMC=2;BPMBDBA.LSW_SNAPSHOT, DRIVER=4.11.69
How can I deploy my application?",-
"Help with Security Bulletin : Multiple vulnerabilities in IBM Java Runtime affect IIB and WMB (CVE-2015-0138)

I need to understand details regarding Security Bulletin : Multiple vulnerabilities in IBM Java Runtime affect IBM Integration Bus and WebSphere Message Broker (CVE-2015-0138). This is also commonly referenced as “FREAK: Factoring Attack on RSA-EXPORT keys"" TLS/SSL client and server vulnerability. Where can I find this information? ","The “FREAK: Factoring Attack on RSA-EXPORT keys"" TLS/SSL client and server vulnerability affects IBM® Runtime Environment Java™ Technology Edition 6SR16 (and earlier) used by WebSphere Message Broker and the IBM® Runtime Environment Java™ Technology Edition 7SR8 (and earlier) or 7R1 (and earlier) used by IBM Integration Bus."
"ODR OOM issue

I got ODR OOM after upgrading the WAS to v8553. No configuration or traffic load changing. Is there any known way to solve the problem? ",-
"How to refresh a DataPower WebService Proxy which WSDL got changed?

I have made changes to a WSDL stored in DP local filesystem.

How can I make the WSP reflect this change since DataPower Gateway 7.1.0 WebService Proxy WebGUI doesn't offer the ""Refresh"" button anymore?

Is there a best practice to refresh the WSP if I modified my WSDL?","In a WS Proxy, you can refresh WSDL from an URL using WSDL Cache policy. However, if the WSDL is hosted on the DataPower appliance, such as in local:///, rather than on an external URL, the WSDL Cache Policy does not apply. 

For instance, changes made to local:///test.wsdl are not picked up by WS Proxy although there is a WSDL Cache policy setting the URL Match expression to local:///test.wsdl. 

This issue was reported to Quality Engineering but it was determined that the DataPower device is working as designed. The device will not poll WSDL files on the local store.

The WSDL Cache policy works with WSDL files hosted on an external URL.

To refresh a WSDL in the local:/// directory, disable and re-enable the service."
"where is the websphere application server 9.0.0.4 fix for developers

I am using the was 9.0.0.0 in rad/rsa 9.6.1 for Windows. I cannot upgrade to the 9.0.0.4 fixpack, because there is no developer edition. On the downloadpage there are Base, Network Deployment, DMZ Secure Proxy Server and IBM Web Enablement for IBM i, but no Developers! See link text For was 8.5.5.10 there exists a developers edition. Where can I download the Websphere Application Server fix pack 9.0.0.4 Developers?","WAS recently renamed WAS for Developers (WAS4D) to WAS ILAN (see here [https://developer.ibm.com/wasdev/downloads/#asset/WAS_traditional_for_Developers]). In response to this change, RAD 9.6 now packages WAS ILAN available in the RAD_WS_9.6_WASTE_9.0.zip file. It has the same capabilities and updates that RAD users expect."
"No trace is logged in Decision Warehouse, and no records in EXECUTION_TRACES table for a certain ruleset



For a certain ruleset, no trace is logged in DW, and no records can be found in EXEUTION_TRACES table of DW database.

Server logs do not contain any messages about the execution traces for this ruleset.

The issue reproduces only for this project. For other projects deployed in RES, traces are being logged in DW. Also, the same project generates execution traces in other environments.

The following properties have been set:

     monitoring.enabled = true
     monitoring.filters = INFO_EXECUTION_DATE=true,INFO_EXECUTION_DURATION=true,INFO_TOTAL_TASKS_EXECUTED=true,INFO_TOTAL_RULES_NOT_FIRED=true,INFO_EXECUTION_EVENTS=true,INFO_TOTAL_TASKS_NOT_EXECUTED=true,INFO_TOTAL_RULES_FIRED=true,INFO_RULESET_PROPERTIES=true
     ruleset.bom.enabled = false (for true value, the problem still occurs)
     ruleset.sequential.trace.enabled = true
     ruleset.trace.enabled = true

How can I diagnose this issue?","If an issue arises during DW trace persistence at runtime, the related messages and stack traces are only available programmatically through the following API: ilog.rules.res.session.IlrSessionResponse.getWarnings() 

So it is possible for an error to remain silent if the warnings above are not explicitly logged by the application."
"Why is my .NET client not connecting and the QMgr records a DBCS error (AMQ6048)?

I upgraded to WMQ 7.5.0.x client and now my .NET application fails to connect to the QMgr. The error received on the QMgr side was AMQ6048. What's going on?
 AMQ6048: DBCS error

 EXPLANATION:
 WebSphere MQ is unable to convert string data due to a DBCS error.
 Conversion is from CCSID 1208 to CCSID 1252.
 ACTION:
 Check the WebSphere MQ Application Programming Reference Appendix and
 the appropriate National Language Support publications to see if the
 CCSIDs  are supported by your system.",-
"How to import a certificate in ITCAM for Data Power ?

How can I import a certificate in ITCAM for Data Power?","Import the certification file into the agent by doing the following command:

Note : You can use either .cer or .pem. 
Make sure the file is in ASCII not binary. 
Where the /usr/ITM/JRE is your Java location and <fileName> is your file name."
"DNS cache is not updating even when DNS server is updated



Datapower DNS is still showing old IP address even after the DNS server was changed few days ago.

How can i change DNS cache so it shows the new IP Address?",-
"How to create batches for bulk upload



I am new in datacap 9.0 .I just started developing with datacap studio and currently I have learned  to recognize, capture and export the data into filenet.

Now I want to Create batches of image or pdf files so that I can process images and pdf .

 

As per requirement client is sharing document at one shared location.I need to pickup all the documnets from shared location. For creating batches which tool I should use? how it works?

 

Can anyone help how I proceed with this.

 

Regards,

Chhaya Sahu
","Set skipsamebatch for VScan tasks  1. Run Rulerunner Manager. 
 2. On the Rulerunner tab, stop the service. 
 3. On the Rulerunner Login tab, click Connect. 
 4. On the Workflow tab, expand the hierarchy on the right and highlight VScan. 
 5. In the Settings section in the lower right, set skipsamebatch to 1. 
 6. Highlight the line labeled <dbs> above VScan in the thread hierarchy. 
 7. Set skipsamebatch to 1 there also. 
 8. Click Save, then go back to the Rulerunner tab and start the service."
"Help with Security Bulletin: Multiple vulnerabilities have been identified in WebSphere Application Server shipped with WSRR (CVE-2015-4911)

I need to understand details regarding Security Bulletin: Multiple vulnerabilities have been identified in WebSphere Application Server shipped with WebSphere Service Registry and Repository (CVE-2015-4911). Where can I find this information? ","CVEID: CVE-2015-4911 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-4911]

DESCRIPTION: An unspecified vulnerability related to the JAXP component could allow a remote attacker to cause a denial of service.
CVSS Base Score: 5
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/107360 [https://exchange.xforce.ibmcloud.com/vulnerabilities/107360] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (AV:N/AC:L/Au:N/C:N/I:N/A:P)"
"Recurrent RES StaleConnectionException

How to prevent rule execution failing because of recurrent StaleConnectionException on ODM 8.8 Rule Execution Server? ","Configure the WebSphere Application Server data source connection pool so as to eliminate occurrences of StaleConnectionException :

    Set the Minimum connections to 0 to avoid situations where a connection is kept in the pool to meet the minimum requirement, even though it may have been idle for longer than Unused timeout
    Set the values for Unused timeout and Reap timeout so that the sum does not exceed any network level idle connection timeout"
"For HP-UX how to write verbose gc output to a log file other than the native_stdout?

A customer asked why no gc logs generated even if they use the -Xverbosegc option. So How can I write verbose gc output to a log file other than the native_stdout for HP-UX? ","Add the following parameters to the generic JVM arguments: 
-XX:+PrintGCDetails 
-XX:+PrintGCDateStamps 
-XX:+PrintHeapAtGC 
-Xverbosegc:file= /tmp/gc_pid$$.vgc"
"Unable to run Test Suites against clustered SSP from Decison Center console

I have a clustered Decision Server where XU and SSP are deployed on cluster members and Rule Execution Server (RES) console is deployed on a standalone server outside of the cluster. IHS and a load balancer is configured on top of the cluster. In Decision Center, the RES server URL is configured with the load balanced IP. Test Suite fails to run from Decision Center console in this configuration.

After clicking on Run from Decision Center console, the process starts, but after a few seconds, execution stops with a message: Cannot execute the scenario suite xxx. The operation was aborted by user.

No errors shown in Decision Center and Decision Server server logs. The only error seen is from the browser and no stack trace is displayed.",-
"IBM Content Navigator v2.0.3 is adding a .dat extension to a CSV file during Download action on a document.

IBM Content Navigator v2.0.3 is adding a .dat extension to a CSV file during Download action on a document. Why is this the case?","If the mime type of the document as shown in system properties in ICN is not text/csv, then Navigator cannot recognize the document and a .dat extension will be added upon download."
"Limitations of sylog-TCP log target using DataPower Gateways

I am trying to configure a log target using type syslog-TCP. It seems that the payload is getting truncated when I try to record custom logs to it using log-action. Why is this? How can I workaround it. ",Configure a server daemon to listen and capture the DataPower devices events.
"Profiler for WebSphere 8



Hi,

We noticed that a was application server uses 1,4 Go of memory at startup, we would like to understand what java classes are using most part of it.

Is a Java profiler provided by default with WAS 8.0 ? Is there something to activate via the WAS admin console ?

 

Thanks a lot","Health Center is a very low overhead monitoring tool. It runs alongside an IBM Java application with a very small impact on the application's performance (less than 1%). Health Center monitors several application areas, using the information to provide recommendations and analysis that help you improve the performance and efficiency of your application."
"Help with Security Bulletin: API Connect is affected by a Node.js denial of service vulnerability (CVE-2017-14919)

I need to understand details regarding Security Bulletin: API Connect is affected by a Node.js denial of service vulnerability (CVE-2017-14919). Where can I find this information? ","CVEID:CVE-2017-14919 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-14919]
DESCRIPTION:Node.js is vulnerable to a denial of service, caused by an uncaught exception flaw in the zlib module. By making 8 an invalid value for the windowBits parameter, a remote attacker could exploit this vulnerability to cause the application to crash.
CVSS Base Score: 7.5
CVSS Temporal Score: Seehttps://exchange.xforce.ibmcloud.com/vulnerabilities/134286 [https://exchange.xforce.ibmcloud.com/vulnerabilities/134286]for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H)"
"Port number error starting 9.0 Launcher



I'm attempting to start up v9.0 for the first time with one .msl file on a Windows server and get the following error.  I also have v8.4 on this server and it starts fine.  I do not have v8.4 running when I attempt to start v9.0.

Cannot recognize if the system RecordChangeSystem.msl; has started. Reason: Server is unable to get the status of the system on port number 6,002.

I have the port range set to 7000/8000.  Why am I seeing this?  ",-
"Help with Action required for IIB H.E.V9 and WMB H.E. V8 for security vulnerabilities in Red Hat Linux



I need to understand details regarding Action required for IBM Integration Bus Hypervisor Edition V9.0 and WebSphere Message Broker Hypervisor Edition V8.0 for security vulnerabilities in Red Hat Linux.

Where can I find this information?",-
"ODM 8.7 TeamServer users active authoring rules and they get kicked out - transaction timeout or session timeout?

Some of my users are being kicked out of TeamServer while actively authoring rules. What value would be controlling this behavior? Session timeout is at it's default 30 minutes. Does transaction timeout come in to play here or is there a different setting that might be causing this. Thanks. ","If you perform time consuming operations in large repositories, you can increase the timeout value in the web.xml file of the RTS/DC EAR file (jrules-teamserver-<appserver>.ear\teamserver.war\WEB-INF) by changing the value of the property ilog.rules.teamserver.transaction.timeout.

You will find the property in the file web.xml defined as below:
...
<context-param>
<description>Modify the timeout value that is associated with transactions (in seconds)</description>
<param-name>ilog.rules.teamserver.transaction.timeout</param-name>
<param-value>600</param-value>
</context-param> "
"How do I upgrade my virtual DataPower Appliance from 5.0 firmware to 6.0+ firmware?

When attempting to upgrade my Virtual DataPower Appliance from 5.0.0.8 firmware version to 6.0+ firmware versions, I receive a failure message. ",You must install the 5.0.0.8 or later fix pack to upgrade to 6.0.0.0 or later. The 5.0.0.8 fix pack contains a required fix to allow the larger sized firmware image to fit.
"Why Plug-in log file reports an error message after install & configure the WebSphere Plugin 8.5 version on a Apache 2.4 webserver.



During web server start-up, errors like the following will be logged into the Plug-in log file (http_plugin.log):

ERROR: lib_security: loadSecurityLibrary: Failed to load gsk library from /opt/IBM/WebSphere/Plugins/gsk8/gsk8_64 ERROR: ws_transport: transportInitializeSecurity: Unable to load security library ERROR: ws_server: serverAddTransport: Failed to initialize security ERROR: ws_server: serverAddTransport: HTTPS Transport is skipped

Note: This is after install & configure the WebSphere Plugin 8.5 version on a Apache 2.4 webserver  on a Linux platform","To resolve the problem, you must set the LD_LIBRARY_PATH environment variable to point to the library directory of the GSKit that comes with the IBM web server Plug-in. The precise directory location will depend of the version of Plug-in, and on the bit depth being used (32-bit or 64-bit)."
"Has ITCAM for J2EE 7.1.1 IF4 been released?

Has ITCAM for J2EE 7.1.1 IF4 been released? ",-
"Why is my Portal 8.5 install saying it cannot detect WAS?

When I try to install WebSphere PortaV8.5, I am getting the message

The required version 8.5.5 or later of WebSphere Application Server has not been detected on this system. Select the WebSphere Application Server Package to install WebSphere Application Server and WebSphere Portal.

The required IBM WebSphere SDK Java Technology Edition version 7.0 or later is not detected on this system. Select the IBM WebSphere SDK Java Technology Edition package to install it.",-
"Where I can get ITNM 4.2.0.1 GA version download details with Part number?.

How to download and install IBM Tivoli Network Manager IP Edition Version 4.2 Fix Pack 1 (GA) using the Passport Advantage Web site?. ","Download all of the parts that you need, both required and optional. The parts are listed in the sections below.
 2. Unpack each of the parts into a single temporary directory on your system.
 3. Follow the instructions in the Installing [https://www.ibm.com/support/knowledgecenter/SSSHRK_4.2.0/install/task/ins_installing.html] section of the IBM Knowledge Center to install the product."
"Help with Security Bulletin: IBM WebSphere MQ and IBM MQ Managed File Transfer is affected by an undefined behavior because of insecure file permission vulnerability (CVE-2017-1699)

I need to understand details regarding Security Bulletin: IBM WebSphere MQ and IBM MQ Managed File Transfer is affected by an undefined behavior because of insecure file permission vulnerability (CVE-2017-1699). Where can I find this information?
",-
"How can I get a new authorization code for my new computer?

I purchased a new computer and would like to install spss 18 on it. I have the gradpack. However, the authorization code failed when I attempted to install the software on my new machine. ",-
"Cannot delete folder in Box collab folder



In an ICM 5.3.0 environment integrated with Box, after setting up Box Collaboration, case worker can create Box collaboration folder, and can create folders and files under Box collaboration folder, however, they cannot delete the their folders and files.

Case worker's default permission is 'Viewer Uploader' and case worker cannot add permission more than editor (Editor/Co-owner/Owner). So case worker can add new folder/file and edit file, but cannot delete folder/file.

The question is, why cannot case worker have permission more than editor?",There is no support for deleting documents and/or folders from a Box Collaboration folder created via Case Manager at this time.
"I need to move my perpetual license of SPSS v24 to my new machine.

I have my authorization code first given to me, but since we did not renew our support contract we can't seem to download the software. I was originally told that I could download the trial version and it would have the authorization wizard where I could input the code and move forward. But the only downloadable version is subscription version with no authorization wizard. How do I move forward? ","If the Software Subscription and Maintenance has expired you will not be able to download the software from Passport Advantage Online.
In this case, you would need to renew your software Subscription and Maintenance.

You can order the Media CD copy of the software your company purchased. The software version is the one up to the time your subscription has expired."
"Need to understand what exact counters are needed for the ITM IIS agent?

Need to understand what exact counters are needed for the ITM IIS agent to collect website details and web site status. unable to find what 
counters are required in the IIS doc. ","To resolve this problem, install IIS 6.0 management compatibility pack on your Windows Server."
"Why am I getting a DSRA7019W message when I try to use the Oracle 10g driver in WAS 8.5.5.x?

I am getting the following message when I configure my WAS 8.5.5.x datasource to use the Oracle 10g driver:
DSRA7019W: Oracle10gDataStoreHelper or a subclass of it must be used when configuring WebSphere DataSources to run using Oracle 10g jdbc driver.
How can I resolve this issue?",-
"Why AUTOMATIC value for NUM_IOSERVERS is changed after applying 10.5FP7?

Why AUTOMATIC value for NUM_IOSERVERS is changed after applying 10.5FP7?","Yes, it is expected. Due to IT09990, we changed the fomula for calculating the number of prefetchers to start at database activation time."
"We got a NullPointerException when bootstrapping the object store or accessing Site Preferences/Access Role on WorkplaceXT



After logging into FileNet Workplace XT, a java.lang.NullPointerException error is logged when bootstrapping the object store or when accessing Site Preferences/Access Role.

Here's the error stack,

Error Stack Trace extracted from the J2EE Application Server error log:

java.lang.NullPointerException

at org.apache.jasper.runtime.JspWriterImpl.write(JspWriterImpl.java:421)

at com.filenet.wcm.apps.server.ui.info.prefs.PrefAccessRolesInfoPage.renderRoleMembers(PrefAccessRolesInfoPage.java:254)

at com.filenet.wcm.apps.server.ui.info.prefs.PrefAccessRolesInfoPage.renderRole(PrefAccessRolesInfoPage.java:220)

at com.filenet.wcm.apps.server.ui.info.prefs.PrefBootstrapInfoPage.renderAdminRole(PrefBootstrapInfoPage.java:131)

at com.filenet.wcm.apps.server.ui.info.prefs.PrefBootstrapInfoPage.render(PrefBootstrapInfoPage.java:303)","In FEM, change the User Display Name Attribute or Group Display Name Attribute to a valid LDAP entry such as cn, displayName or uid and restart the FileNet Content Engine and Workplace XT instances."
"Why do I still get ""certificate expired"" error after adding new certificate?



The remote SSL vendor has provided us a new certificate to replace an expiring one. We have added the new certificate to the appropriate Datapower validation credential, however, connections are still failing with ""certificate expired"":

mpgw(Inbound_MPG): tid(51005)[request][10.20xx.xx] gtid(51345): certificate validation failed for '/C=US/O=People Services/OU=IT/CN=test.site.com' against 'My_ValCred': certificate has expired","If the replacement certificate has the same file name of the expired certificate, you MUST disable/enable the certificate object in order to clear all cached references to the expired certificate."
